name,formula,category,subcategory,density,melting_point,boiling_point,thermal_conductivity,specific_heat,thermal_expansion,electrical_resistivity,yield_strength,tensile_strength,youngs_modulus,hardness_vickers,poissons_ratio,source,mp_material_id,notes,glass_transition_temp,heat_deflection_temp,processing_temp_min_c,processing_temp_max_c,crystallinity,fracture_toughness,weibull_modulus,interlaminar_shear_strength,fiber_volume_fraction
Ba3In2P4,Ba3In2P4,Ceramic,Mixed,4.607,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88546,,,,,,,,,
NaPN2,NaPN2,Ceramic,Nitride,3.125,,,,,,,,,233.6186295532378,,,JARVIS dft_3d (scraped),,JVASP-3117,,,,,,,,,
Be2CuIr,Be2CuIr,Metal,Non-Ferrous,10.556,,,,,,,,,228.27599523754398,,,JARVIS dft_3d (scraped),,JVASP-65030,,,,,,,,,
Ni5O4,Ni5O4,Ceramic,Oxide,6.345,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90118,,,,,,,,,
LaCu5,LaCu5,Metal,Non-Ferrous,7.846,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86375,,,,,,,,,
Ba4ZnPd,Ba4ZnPd,Metal,Non-Ferrous,5.058,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64014,,,,,,,,,
AlFePO5,AlFePO5,Ceramic,Oxide,3.157,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97389,,,,,,,,,
SiHgP2,SiHgP2,Ceramic,Mixed,5.544,,,,,,,,,106.61635015831625,,,JARVIS dft_3d (scraped),,JVASP-91567,,,,,,,,,
Ba4MgTe,Ba4MgTe,Metal,Non-Ferrous,4.327,,,,,,,,,2.2353056486974467,,,JARVIS dft_3d (scraped),,JVASP-64331,,,,,,,,,
CeMg6Cu,CeMg6Cu,Metal,Non-Ferrous,3.154,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-92200,,,,,,,,,
Sr3Pr2B4O12,Sr3Pr2B4O12,Ceramic,Oxide,4.78,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97928,,,,,,,,,
EuAgP,EuAgP,Ceramic,Mixed,7.832,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88842,,,,,,,,,
Mg5Si6,Mg5Si6,Ceramic,Mixed,2.395,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98811,,,,,,,,,
SmCoSb2,SmCoSb2,Metal,Non-Ferrous,8.177,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90815,,,,,,,,,
BaSb2Au2,BaSb2Au2,Metal,Non-Ferrous,9.418,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86905,,,,,,,,,
Y6N2O5,Y6N2O5,Ceramic,Oxide,5.516,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42229,,,,,,,,,
Ba4NbIn,Ba4NbIn,Metal,Non-Ferrous,5.113,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64606,,,,,,,,,
Nd3MnBi5,Nd3MnBi5,Metal,Non-Ferrous,9.701,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86851,,,,,,,,,
V3H4O8,V3H4O8,Ceramic,Oxide,2.652,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97505,,,,,,,,,
ZnSeO4,ZnSeO4,Ceramic,Oxide,4.639,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-49779,,,,,,,,,
Dy3Co2Ge4,Dy3Co2Ge4,Metal,Non-Ferrous,8.833,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90341,,,,,,,,,
Sb2RuC6O6F12,Sb2RuC6O6F12,Ceramic,Oxide,3.122,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98619,,,,,,,,,
Sr2CoWO6,Sr2CoWO6,Ceramic,Oxide,6.831,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86586,,,,,,,,,
KCrPO4F,KCrPO4F,Ceramic,Oxide,3.19,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97684,,,,,,,,,
Ba4LiSe,Ba4LiSe,Metal,Non-Ferrous,3.961,,,,,,,,,-9.918367346938775,,,JARVIS dft_3d (scraped),,JVASP-64873,,,,,,,,,
Ba4SnPd,Ba4SnPd,Metal,Non-Ferrous,5.554,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63968,,,,,,,,,
Rb2AgAu3I8,Rb2AgAu3I8,Metal,Non-Ferrous,6.047,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98568,,,,,,,,,
VCr2C2,VCr2C2,Ceramic,Carbide,6.4,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86447,,,,,,,,,
Ba4MoPd,Ba4MoPd,Metal,Non-Ferrous,5.499,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63924,,,,,,,,,
AgF3,AgF3,Ceramic,Mixed,5.003,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97997,,,,,,,,,
HoCo3B2,HoCo3B2,Ceramic,Boride,9.292,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86505,,,,,,,,,
Ba4ZnPb,Ba4ZnPb,Metal,Non-Ferrous,5.294,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64389,,,,,,,,,
BaLiCa,BaLiCa,Metal,Non-Ferrous,2.007,,,,,,,,,-46.162535748331734,,,JARVIS dft_3d (scraped),,JVASP-64680,,,,,,,,,
Ba4TlCu,Ba4TlCu,Metal,Non-Ferrous,5.127,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64262,,,,,,,,,
Sb2S3O12,Sb2S3O12,Unknown,,4.008,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97812,,,,,,,,,
Tm2ZnS4,Tm2ZnS4,Ceramic,Mixed,5.432,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98361,,,,,,,,,
Mn3Se3O10,Mn3Se3O10,Ceramic,Oxide,4.383,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98504,,,,,,,,,
Ba2TiSe,Ba2TiSe,Metal,Non-Ferrous,4.856,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64103,,,,,,,,,
CoOF,CoOF,Ceramic,Oxide,5.309,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42809,,,,,,,,,
Ba4TaSn,Ba4TaSn,Metal,Non-Ferrous,5.919,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64055,,,,,,,,,
Ba4CrTe,Ba4CrTe,Metal,Non-Ferrous,4.456,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64459,,,,,,,,,
FeS,FeS,Ceramic,Mixed,5.965,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85467,,,,,,,,,
EuSbO4,EuSbO4,Ceramic,Oxide,7.137,,,,,,,,,173.68853680413744,,,JARVIS dft_3d (scraped),,JVASP-89269,,,,,,,,,
Li6MnF8,Li6MnF8,Ceramic,Mixed,3.039,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48782,,,,,,,,,
Sm2Ge3,Sm2Ge3,Metal,Non-Ferrous,6.951,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107742,,,,,,,,,
Zr3Al3C5,Zr3Al3C5,Ceramic,Carbide,5.099,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98097,,,,,,,,,
Ba4LaPd,Ba4LaPd,Metal,Non-Ferrous,5.038,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64800,,,,,,,,,
Ba4TiIn,Ba4TiIn,Metal,Non-Ferrous,4.703,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64542,,,,,,,,,
Tc,Tc,Metal,Non-Ferrous,11.191,,,,,,,,,362.20769453283197,,,JARVIS dft_3d (scraped),,JVASP-16084,,,,,,,,,
HfCl4O16,HfCl4O16,Ceramic,Oxide,3.244,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97754,,,,,,,,,
MgVO3,MgVO3,Ceramic,Oxide,2.911,,,,,,,,,96.7955049918737,,,JARVIS dft_3d (scraped),,JVASP-22559,,,,,,,,,
Rb2RuO4,Rb2RuO4,Ceramic,Oxide,4.06,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98238,,,,,,,,,
TeAuCl7,TeAuCl7,Ceramic,Mixed,3.787,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-5503,,,,,,,,,
ZrBeCd,ZrBeCd,Metal,Non-Ferrous,5.379,,,,,,,,,-82.49611165131842,,,JARVIS dft_3d (scraped),,JVASP-64955,,,,,,,,,
NaBeBr4,NaBeBr4,Metal,Non-Ferrous,3.116,,,,,,,,,-111.13950846894718,,,JARVIS dft_3d (scraped),,JVASP-65071,,,,,,,,,
Ca5P12Ir19,Ca5P12Ir19,Ceramic,Mixed,12.484,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97341,,,,,,,,,
Sr,Sr,Metal,Non-Ferrous,2.819,,,,,,,,,22.440254183435716,,,JARVIS dft_3d (scraped),,JVASP-14833,,,,,,,,,
AlPO4,AlPO4,Ceramic,Oxide,4.102,,,,,,,,,475.3305312742715,,,JARVIS dft_3d (scraped),,JVASP-85370,,,,,,,,,
Li3VCrP4O14,Li3VCrP4O14,Ceramic,Oxide,2.921,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48932,,,,,,,,,
Ba2LaGa,Ba2LaGa,Metal,Non-Ferrous,5.504,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64201,,,,,,,,,
Ba4ScSi,Ba4ScSi,Ceramic,Mixed,4.172,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64142,,,,,,,,,
Be2CoTe,Be2CoTe,Metal,Non-Ferrous,6.603,,,,,,,,,-21.88774566473988,,,JARVIS dft_3d (scraped),,JVASP-64993,,,,,,,,,
Li5MnO3F,Li5MnO3F,Ceramic,Oxide,2.588,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48169,,,,,,,,,
Zr2BIr6,Zr2BIr6,Ceramic,Boride,16.607,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90174,,,,,,,,,
KNiF3,KNiF3,Ceramic,Mixed,4.046,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-22620,,,,,,,,,
MgBe2Cl,MgBe2Cl,Ceramic,Mixed,2.031,,,,,,,,,30.225590040632838,,,JARVIS dft_3d (scraped),,JVASP-65108,,,,,,,,,
NaCaLaF6,NaCaLaF6,Ceramic,Mixed,4.362,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107784,,,,,,,,,
K2Ca4Si8O21,K2Ca4Si8O21,Ceramic,Oxide,2.739,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98451,,,,,,,,,
Na6CoO4,Na6CoO4,Ceramic,Oxide,2.968,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48472,,,,,,,,,
ErH3,ErH3,Metal,Non-Ferrous,8.547,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91703,,,,,,,,,
DyP2Pt8,DyP2Pt8,Ceramic,Mixed,16.217,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86157,,,,,,,,,
Ba4MgSc,Ba4MgSc,Metal,Non-Ferrous,3.716,,,,,,,,,2.805194805194805,,,JARVIS dft_3d (scraped),,JVASP-64738,,,,,,,,,
CaNi4B,CaNi4B,Ceramic,Boride,6.295,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87046,,,,,,,,,
GaS,GaS,Ceramic,Mixed,3.845,,,,,,,,,63.38528743451935,,,JARVIS dft_3d (scraped),,JVASP-22517,,,,,,,,,
CaBePO4F,CaBePO4F,Ceramic,Oxide,3.039,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97929,,,,,,,,,
Ba4CaOs,Ba4CaOs,Metal,Non-Ferrous,5.554,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64016,,,,,,,,,
Nd7S6Cl9,Nd7S6Cl9,Ceramic,Mixed,4.469,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97440,,,,,,,,,
FeSe2NCl6,FeSe2NCl6,Ceramic,Nitride,2.863,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98812,,,,,,,,,
Cd2RuC6N6,Cd2RuC6N6,Ceramic,Nitride,3.413,,,,,,,,,58.34343294252216,,,JARVIS dft_3d (scraped),,JVASP-86104,,,,,,,,,
LiVC2O6,LiVC2O6,Ceramic,Oxide,3.028,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-47967,,,,,,,,,
TiTlPS5,TiTlPS5,Ceramic,Mixed,3.825,,,,,,,,,27.343203844613537,,,JARVIS dft_3d (scraped),,JVASP-85928,,,,,,,,,
VSe,VSe,Metal,Non-Ferrous,6.037,,,,,,,,,57.79166339074524,,,JARVIS dft_3d (scraped),,JVASP-18513,,,,,,,,,
LiMg3,LiMg3,Metal,Non-Ferrous,1.537,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90585,,,,,,,,,
Li4Co3O3F4,Li4Co3O3F4,Ceramic,Oxide,4.401,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48390,,,,,,,,,
Li4Fe5O10,Li4Fe5O10,Ceramic,Oxide,4.707,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-47769,,,,,,,,,
Be2TcSb,Be2TcSb,Metal,Non-Ferrous,7.306,,,,,,,,,128.02381886572869,,,JARVIS dft_3d (scraped),,JVASP-64915,,,,,,,,,
Ba4LaZr,Ba4LaZr,Metal,Non-Ferrous,4.756,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64332,,,,,,,,,
Ba4YCu3O9,Ba4YCu3O9,Ceramic,Oxide,6.001,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88716,,,,,,,,,
Ba4SrPt,Ba4SrPt,Metal,Non-Ferrous,5.259,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64263,,,,,,,,,
Mg3P2H16O16,Mg3P2H16O16,Ceramic,Oxide,2.271,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-29231,,,,,,,,,
Ba4MgP,Ba4MgP,Ceramic,Mixed,4.046,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64683,,,,,,,,,
Ba4SbSe,Ba4SbSe,Metal,Non-Ferrous,5.359,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63925,,,,,,,,,
BaNaCd,BaNaCd,Metal,Non-Ferrous,3.307,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64056,,,,,,,,,
Na3YCl6,Na3YCl6,Ceramic,Mixed,2.34,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-53444,,,,,,,,,
ScBeIn4,ScBeIn4,Metal,Non-Ferrous,5.805,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65031,,,,,,,,,
Ba4SrIr,Ba4SrIr,Metal,Non-Ferrous,5.592,,,,,,,,,-40.052698608964455,,,JARVIS dft_3d (scraped),,JVASP-64610,,,,,,,,,
KBa4Ru,KBa4Ru,Metal,Non-Ferrous,4.251,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64390,,,,,,,,,
SnPd2,SnPd2,Metal,Non-Ferrous,10.616,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85862,,,,,,,,,
Ba4TaCu,Ba4TaCu,Metal,Non-Ferrous,5.615,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64104,,,,,,,,,
TiNi,TiNi,Metal,Non-Ferrous,6.542,,,,,,,,,80.93274356885111,,,JARVIS dft_3d (scraped),,JVASP-14790,,,,,,,,,
Ti2CS,Ti2CS,Ceramic,Carbide,4.62,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-15261,,,,,,,,,
BaBi4Br2O6,BaBi4Br2O6,Ceramic,Oxide,7.709,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86579,,,,,,,,,
TiFeCoSb,TiFeCoSb,Metal,Ferrous,8.422,,,,,,,,,10.548300720906283,,,JARVIS dft_3d (scraped),,JVASP-37034,,,,,,,,,
Tl3SiTe3,Tl3SiTe3,Ceramic,Mixed,7.041,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98092,,,,,,,,,
CdIn2Se4,CdIn2Se4,Metal,Non-Ferrous,5.36,,,,,,,,,44.04636702819956,,,JARVIS dft_3d (scraped),,JVASP-22645,,,,,,,,,
BeRePb4,BeRePb4,Metal,Non-Ferrous,9.868,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65066,,,,,,,,,
Nd3CuGeS7,Nd3CuGeS7,Ceramic,Mixed,5.016,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97625,,,,,,,,,
Ti2GaCo,Ti2GaCo,Metal,Non-Ferrous,6.598,,,,,,,,,76.42512077294687,,,JARVIS dft_3d (scraped),,JVASP-37050,,,,,,,,,
Ti3In,Ti3In,Metal,Non-Ferrous,5.949,,,,,,,,,70.08271068635969,,,JARVIS dft_3d (scraped),,JVASP-37036,,,,,,,,,
MnGaFeCo,MnGaFeCo,Metal,Ferrous,8.605,,,,,,,,,75.96959098694239,,,JARVIS dft_3d (scraped),,JVASP-37190,,,,,,,,,
TmUTc2,TmUTc2,Metal,Non-Ferrous,13.053,,,,,,,,,-4.334113803430438,,,JARVIS dft_3d (scraped),,JVASP-41448,,,,,,,,,
P,P,Ceramic,Elemental,2.571,,,,,,,,,73.30350508077123,,,JARVIS dft_3d (scraped),,JVASP-26,,,,,,,,,
SrAlO3,SrAlO3,Ceramic,Oxide,4.83,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-37314,,,,,,,,,
HgC2Se2N2,HgC2Se2N2,Ceramic,Nitride,4.509,,,,,,,,,20.11892410484838,,,JARVIS dft_3d (scraped),,JVASP-86900,,,,,,,,,
SrRuO3,SrRuO3,Ceramic,Oxide,6.357,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87209,,,,,,,,,
CdP2H4O4,CdP2H4O4,Ceramic,Oxide,3.039,,,,,,,,,27.258166610906656,,,JARVIS dft_3d (scraped),,JVASP-29226,,,,,,,,,
Hf2Ni,Hf2Ni,Metal,Non-Ferrous,12.992,,,,,,,,,61.778216604344934,,,JARVIS dft_3d (scraped),,JVASP-86323,,,,,,,,,
HfSn2,HfSn2,Metal,Non-Ferrous,10.142,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-89970,,,,,,,,,
KCoO2,KCoO2,Ceramic,Oxide,3.728,,,,,,,,,78.19064119891875,,,JARVIS dft_3d (scraped),,JVASP-91849,,,,,,,,,
BaB2S3O13,BaB2S3O13,Ceramic,Oxide,3.265,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98356,,,,,,,,,
TiSi,TiSi,Ceramic,Mixed,4.182,,,,,,,,,234.32714490839123,,,JARVIS dft_3d (scraped),,JVASP-15734,,,,,,,,,
RbCdO3,RbCdO3,Ceramic,Oxide,4.902,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-38326,,,,,,,,,
SiPdO3,SiPdO3,Ceramic,Oxide,6.537,,,,,,,,,142.5220667552568,,,JARVIS dft_3d (scraped),,JVASP-37208,,,,,,,,,
LaAu,LaAu,Metal,Non-Ferrous,10.037,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98176,,,,,,,,,
RbInO3,RbInO3,Ceramic,Oxide,5.132,,,,,,,,,87.18298804327196,,,JARVIS dft_3d (scraped),,JVASP-38310,,,,,,,,,
Ba4MgZr,Ba4MgZr,Metal,Non-Ferrous,4.282,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64726,,,,,,,,,
K2CrSO7,K2CrSO7,Ceramic,Oxide,2.693,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98802,,,,,,,,,
LiSi2BiO6,LiSi2BiO6,Ceramic,Oxide,5.18,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-50761,,,,,,,,,
Cu3P2O8,Cu3P2O8,Ceramic,Oxide,4.342,,,,,,,,,121.66125916511878,,,JARVIS dft_3d (scraped),,JVASP-86443,,,,,,,,,
SeO2,SeO2,Unknown,,3.82,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88712,,,,,,,,,
Li2MnO2F,Li2MnO2F,Ceramic,Oxide,3.618,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48923,,,,,,,,,
CaO,CaO,Ceramic,Oxide,3.334,,,,,,,,,192.4361948867298,,,JARVIS dft_3d (scraped),,JVASP-91565,,,,,,,,,
CeFeSb2,CeFeSb2,Metal,Ferrous,8.057,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91940,,,,,,,,,
RbFeO3,RbFeO3,Ceramic,Oxide,5.284,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-38314,,,,,,,,,
Ba4Br6O,Ba4Br6O,Ceramic,Oxide,4.427,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-52478,,,,,,,,,
NbP,NbP,Ceramic,Mixed,6.302,,,,,,,,,277.73007284639436,,,JARVIS dft_3d (scraped),,JVASP-16139,,,,,,,,,
Ba4GaGe,Ba4GaGe,Metal,Non-Ferrous,4.769,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63959,,,,,,,,,
Ba4FeCl,Ba4FeCl,Ceramic,Mixed,4.376,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64048,,,,,,,,,
ZrBe2Sn,ZrBe2Sn,Metal,Non-Ferrous,5.796,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64948,,,,,,,,,
Rb3Sn,Rb3Sn,Metal,Non-Ferrous,3.316,,,,,,,,,12.327276131045242,,,JARVIS dft_3d (scraped),,JVASP-38201,,,,,,,,,
RbMnF4,RbMnF4,Ceramic,Mixed,3.918,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97855,,,,,,,,,
BaTm2O4,BaTm2O4,Ceramic,Oxide,8.323,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-52548,,,,,,,,,
Ag2W2O7,Ag2W2O7,Ceramic,Oxide,7.6,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88010,,,,,,,,,
ZrNiP2,ZrNiP2,Ceramic,Mixed,5.941,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91747,,,,,,,,,
LiCuF4,LiCuF4,Ceramic,Mixed,3.785,,,,,,,,,18.494891405234824,,,JARVIS dft_3d (scraped),,JVASP-52342,,,,,,,,,
Rb3Ge,Rb3Ge,Metal,Non-Ferrous,3.176,,,,,,,,,11.306350148367953,,,JARVIS dft_3d (scraped),,JVASP-38246,,,,,,,,,
MnFeP2O8,MnFeP2O8,Ceramic,Oxide,3.612,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48649,,,,,,,,,
KCuBi2S4,KCuBi2S4,Ceramic,Mixed,5.441,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97432,,,,,,,,,
Cu2As,Cu2As,Metal,Non-Ferrous,7.648,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-15811,,,,,,,,,
AsC3N3,AsC3N3,Unknown,,2.014,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98295,,,,,,,,,
CN2O,CN2O,Ceramic,Non-Oxide,1.679,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91795,,,,,,,,,
K3Sn,K3Sn,Metal,Non-Ferrous,2.378,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-39287,,,,,,,,,
Ti2AlZn,Ti2AlZn,Metal,Non-Ferrous,4.767,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-37056,,,,,,,,,
H3AuC2NCl,H3AuC2NCl,Ceramic,Nitride,4.018,,,,,,,,,18.728605435429476,,,JARVIS dft_3d (scraped),,JVASP-86206,,,,,,,,,
Re3Ni,Re3Ni,Metal,Non-Ferrous,18.358,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91990,,,,,,,,,
ZnCu3H6Cl2O6,ZnCu3H6Cl2O6,Ceramic,Oxide,3.595,,,,,,,,,62.67422896413007,,,JARVIS dft_3d (scraped),,JVASP-12124,,,,,,,,,
UCr4C4,UCr4C4,Ceramic,Carbide,8.553,,,,,,,,,294.4102047957059,,,JARVIS dft_3d (scraped),,JVASP-15113,,,,,,,,,
ScCr2AgH4O10,ScCr2AgH4O10,Ceramic,Oxide,3.452,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86028,,,,,,,,,
Mo3WSe4S4,Mo3WSe4S4,Ceramic,Mixed,4.828,,,,,,,,,7.63875,,,JARVIS dft_3d (scraped),,JVASP-28637,,,,,,,,,
SmOs2,SmOs2,Metal,Non-Ferrous,15.692,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86275,,,,,,,,,
Ni6OF11,Ni6OF11,Ceramic,Oxide,4.775,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42805,,,,,,,,,
YMg2Cu9,YMg2Cu9,Metal,Non-Ferrous,6.789,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97680,,,,,,,,,
LiMnPH2O5,LiMnPH2O5,Ceramic,Oxide,2.635,,,,,,,,,0.8077360248447206,,,JARVIS dft_3d (scraped),,JVASP-42301,,,,,,,,,
Mn2GaW,Mn2GaW,Metal,Non-Ferrous,11.791,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-38483,,,,,,,,,
BaIrO3,BaIrO3,Ceramic,Oxide,8.896,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97383,,,,,,,,,
CuH4Pb2Cl2O4,CuH4Pb2Cl2O4,Ceramic,Oxide,5.337,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85666,,,,,,,,,
Mg4BeNi,Mg4BeNi,Metal,Superalloy,2.441,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65024,,,,,,,,,
C3N4,C3N4,Ceramic,Non-Oxide,3.707,,,,,,,,,874.8694600974718,,,JARVIS dft_3d (scraped),,JVASP-85272,,,,,,,,,
RbMnO3,RbMnO3,Ceramic,Oxide,5.461,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-38319,,,,,,,,,
CeCu,CeCu,Metal,Non-Ferrous,8.289,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85558,,,,,,,,,
Li4MnF7,Li4MnF7,Ceramic,Mixed,2.498,,,,,,,,,43.289097744360895,,,JARVIS dft_3d (scraped),,JVASP-48311,,,,,,,,,
TcBr3,TcBr3,Metal,Non-Ferrous,5.138,,,,,,,,,22.956132346275872,,,JARVIS dft_3d (scraped),,JVASP-86155,,,,,,,,,
Ba2Hf7O16,Ba2Hf7O16,Ceramic,Oxide,9.069,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-50399,,,,,,,,,
Na2SnO3,Na2SnO3,Ceramic,Oxide,4.816,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-49950,,,,,,,,,
TbHoCo4,TbHoCo4,Metal,Non-Ferrous,10.376,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107738,,,,,,,,,
MgSn3,MgSn3,Metal,Non-Ferrous,5.992,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90769,,,,,,,,,
